"term_id"	"source"	"p_value"	"term_size"	"intersection_size"	"term_name"	"intersection"
"GO:0043226"	"GO:CC"	0.000463107113973707	11287	103	"organelle"	"Stat6,Mup19,Arhgef40,Slc5a7,Dazl,Mest,Serpine1,Trp53inp2,Zfp423,Pth1r,Plekha1,Hsd11b1,Slc36a1,Cidea,Cnpy2,Fga,Ddit4,Shroom4,Mpp7,Anxa6,Lrrc8c,Akap12,Mapk8ip1,Slc1a4,S100b,Irak2,Cmip,Mapre1,Nfe2l3,Ubap2,Fabp1,Synpo2,Rbm28,Tdrd7,Suclg2,H2-Q10,Mr1,Apob,Gata6,Gsta4,Pdk1,Ddo,Prkar2b,Cd274,Slc35b4,Pbx1,Cdc25c,Rhbdf1,Gsk3b,Dmxl2,Fcor,Tfap4,Gcnt2,Fgg,Gpd2,Cps1,Mcam,Mtss1l,Scand1,Fgb,Rorc,Mycbp2,Rnf19a,Serpina1e,Trf,Ambp,Rgs7bp,Zfp207,Eml2,Pgrmc1,Pkp1,Gaa,Hnrnpa0,Tex11,Igf2bp1,Mat1a,Uba3,Cpsf2,Rcor1,Ppp1r15a,Acacb,Plg,Hmgcl,Gpx4,Nxf2,Polg2,Nfkbiz,Vhl,Dclk1,Cdc42ep1,Wdr26,Dach1,Fmr1,Chchd10,F2r,Map4,Als2cr12,Adap2,Ces3a,Tusc5,Rnf112,Cbfb,Isoc2a"
"GO:0043229"	"GO:CC"	0.00115660393635921	10985	100	"intracellular organelle"	"Stat6,Mup19,Arhgef40,Slc5a7,Dazl,Mest,Trp53inp2,Zfp423,Pth1r,Plekha1,Hsd11b1,Slc36a1,Cidea,Cnpy2,Fga,Ddit4,Shroom4,Mpp7,Anxa6,Lrrc8c,Akap12,Mapk8ip1,Slc1a4,S100b,Irak2,Cmip,Mapre1,Nfe2l3,Ubap2,Fabp1,Synpo2,Rbm28,Tdrd7,Suclg2,H2-Q10,Mr1,Apob,Gata6,Gsta4,Pdk1,Ddo,Prkar2b,Cd274,Slc35b4,Pbx1,Cdc25c,Rhbdf1,Gsk3b,Dmxl2,Fcor,Tfap4,Gcnt2,Fgg,Gpd2,Cps1,Mcam,Mtss1l,Scand1,Fgb,Rorc,Mycbp2,Rnf19a,Serpina1e,Trf,Ambp,Rgs7bp,Zfp207,Eml2,Pgrmc1,Pkp1,Gaa,Hnrnpa0,Tex11,Igf2bp1,Mat1a,Uba3,Cpsf2,Rcor1,Ppp1r15a,Acacb,Plg,Hmgcl,Gpx4,Nxf2,Polg2,Nfkbiz,Vhl,Cdc42ep1,Wdr26,Dach1,Fmr1,Chchd10,F2r,Map4,Adap2,Ces3a,Tusc5,Rnf112,Cbfb,Isoc2a"
"GO:0005577"	"GO:CC"	0.00199295721391903	6	3	"fibrinogen complex"	"Fga,Fgg,Fgb"
"GO:0043227"	"GO:CC"	0.00225442906511172	10183	94	"membrane-bounded organelle"	"Stat6,Mup19,Arhgef40,Slc5a7,Dazl,Mest,Serpine1,Trp53inp2,Zfp423,Pth1r,Plekha1,Hsd11b1,Slc36a1,Cidea,Cnpy2,Fga,Ddit4,Shroom4,Mpp7,Anxa6,Lrrc8c,Mapk8ip1,Slc1a4,S100b,Irak2,Cmip,Mapre1,Nfe2l3,Ubap2,Fabp1,Synpo2,Rbm28,Tdrd7,Suclg2,H2-Q10,Mr1,Apob,Gata6,Gsta4,Pdk1,Ddo,Cd274,Slc35b4,Pbx1,Cdc25c,Rhbdf1,Gsk3b,Dmxl2,Fcor,Tfap4,Gcnt2,Fgg,Gpd2,Cps1,Mcam,Scand1,Fgb,Rorc,Mycbp2,Serpina1e,Trf,Ambp,Rgs7bp,Zfp207,Pgrmc1,Pkp1,Gaa,Hnrnpa0,Tex11,Igf2bp1,Mat1a,Uba3,Cpsf2,Rcor1,Ppp1r15a,Acacb,Plg,Hmgcl,Gpx4,Nxf2,Polg2,Nfkbiz,Vhl,Wdr26,Dach1,Fmr1,Chchd10,F2r,Adap2,Ces3a,Tusc5,Rnf112,Cbfb,Isoc2a"
"GO:0072562"	"GO:CC"	0.00347074903113439	7	3	"blood microparticle"	"Fga,Fgg,Fgb"
"GO:0062023"	"GO:CC"	0.00444443772779934	329	11	"collagen-containing extracellular matrix"	"Serpine1,Fga,Anxa6,Fgg,Pzp,Fgb,Trf,Ambp,Adamtsl5,Plg,F2"
"GO:0043231"	"GO:CC"	0.0316514541914364	9530	86	"intracellular membrane-bounded organelle"	"Stat6,Mup19,Arhgef40,Dazl,Mest,Trp53inp2,Zfp423,Pth1r,Plekha1,Hsd11b1,Slc36a1,Cidea,Cnpy2,Fga,Ddit4,Shroom4,Mpp7,Anxa6,Lrrc8c,Mapk8ip1,S100b,Irak2,Cmip,Mapre1,Nfe2l3,Ubap2,Fabp1,Synpo2,Rbm28,Tdrd7,Suclg2,H2-Q10,Mr1,Apob,Gata6,Gsta4,Pdk1,Ddo,Slc35b4,Pbx1,Cdc25c,Rhbdf1,Gsk3b,Fcor,Tfap4,Gcnt2,Gpd2,Cps1,Mcam,Scand1,Fgb,Rorc,Mycbp2,Serpina1e,Ambp,Rgs7bp,Zfp207,Pgrmc1,Pkp1,Gaa,Hnrnpa0,Tex11,Igf2bp1,Mat1a,Uba3,Cpsf2,Rcor1,Ppp1r15a,Acacb,Plg,Hmgcl,Gpx4,Nxf2,Polg2,Nfkbiz,Vhl,Wdr26,Dach1,Fmr1,Chchd10,F2r,Adap2,Ces3a,Rnf112,Cbfb,Isoc2a"
"GO:0005488"	"GO:MF"	9.13151206810677e-09	12742	122	"binding"	"Ramp2,Stat6,Mup19,Acvr1b,Arhgef40,Slc5a7,Dazl,Serpine1,Spsb1,Trp53inp2,Zfp423,Pth1r,Plekha1,Esm1,Hsd11b1,Cidea,Rhbdd3,Cnpy2,Fga,Ddit4,Shroom4,Mpp7,Cp,Anxa6,Lrrc8c,Akap12,Mug1,Mapk8ip1,Dock10,S100b,Irak2,Mapre1,Nfe2l3,Ubap2,Apol9a,Fabp1,Gimap4,Synpo2,Rbm28,Tdrd7,Suclg2,Slc2a5,H2-Q10,Mr1,Apob,Gata6,Arhgef6,Gsta4,Pdk1,Ffar2,Adam33,Ddo,Prkar2b,Cd274,Pbx1,Cdc25c,Gsk3b,Dmxl2,Fcor,Tfap4,Kng1,Fgg,Gpd2,Cps1,Mtss1l,Pzp,Fgb,Rorc,Mycbp2,Akr1c14,Rnf19a,Serpina1e,Trf,Ambp,Rgs7bp,Map2k3,Zfp207,Eml2,Pgrmc1,Slco1b2,Pkp1,Mup7,Gaa,Ccl24,Ptprq,Hnrnpa0,Adamtsl5,Tex11,Igf2bp1,Bpifb6,Arhgap31,Mat1a,Uba3,Cpsf2,Rcor1,Ppp1r15a,Rcan2,Acacb,Plg,Hmgcl,Gpx4,Nxf2,F2,Polg2,Nfkbiz,Ttr,Vhl,Dclk1,Wdr26,Dach1,Abcg5,Gc,Fmr1,Chchd10,F2r,Map4,Creg1,Adap2,Apoa2,Tusc5,Rnf112,Cbfb"
"GO:0005515"	"GO:MF"	2.99536098647971e-08	9230	100	"protein binding"	"Stat6,Acvr1b,Arhgef40,Slc5a7,Dazl,Serpine1,Spsb1,Trp53inp2,Zfp423,Pth1r,Plekha1,Esm1,Hsd11b1,Cidea,Rhbdd3,Cnpy2,Fga,Ddit4,Shroom4,Mpp7,Cp,Anxa6,Lrrc8c,Akap12,Mug1,Mapk8ip1,Dock10,S100b,Irak2,Mapre1,Ubap2,Gimap4,Synpo2,Tdrd7,H2-Q10,Mr1,Apob,Gata6,Arhgef6,Gsta4,Pdk1,Prkar2b,Cd274,Pbx1,Cdc25c,Gsk3b,Dmxl2,Fcor,Tfap4,Kng1,Fgg,Cps1,Mtss1l,Pzp,Fgb,Rorc,Mycbp2,Rnf19a,Serpina1e,Trf,Ambp,Rgs7bp,Map2k3,Zfp207,Eml2,Pgrmc1,Slco1b2,Pkp1,Ccl24,Ptprq,Hnrnpa0,Adamtsl5,Tex11,Arhgap31,Mat1a,Uba3,Rcor1,Ppp1r15a,Acacb,Plg,Gpx4,Nxf2,F2,Polg2,Nfkbiz,Ttr,Vhl,Wdr26,Dach1,Abcg5,Gc,Fmr1,Chchd10,F2r,Map4,Creg1,Apoa2,Tusc5,Rnf112,Cbfb"
"GO:0003674"	"GO:MF"	1.27566118199454e-07	16250	137	"molecular_function"	"Ramp2,Stat6,Mup19,Acvr1b,Arhgef40,Slc5a7,Dazl,D430019H16Rik,Mest,Serpine1,Spsb1,Trp53inp2,Zfp423,Pth1r,Plekha1,Esm1,Hsd11b1,Slc36a1,Cidea,Rhbdd3,Cnpy2,Fga,Ddit4,Shroom4,Mpp7,Cp,Anxa6,Lrrc8c,Akap12,Mug1,Mapk8ip1,Slc1a4,Dock10,S100b,Irak2,Cmip,Mapre1,Nfe2l3,Ubap2,Apol9a,Fabp1,Gimap4,Synpo2,Rbm28,Tdrd7,Suclg2,Slc2a5,H2-Q10,Mr1,Apob,Gata6,Arhgef6,Gsta4,Pdk1,Ffar2,Adam33,Ddo,Prkar2b,Cd274,Slc35b4,Pbx1,Cdc25c,Rhbdf1,Gsk3b,Dmxl2,Fcor,Tfap4,Gcnt2,Kng1,Fgg,Lhfpl2,Gm9747,Gpd2,Cps1,Mtss1l,Pzp,Scand1,Fgb,Rorc,Mycbp2,Akr1c14,Rnf19a,Serpina1e,Trf,Ambp,Rgs7bp,Map2k3,Zfp207,Eml2,Pgrmc1,Slco1b2,Pkp1,Mup7,Gaa,Ccl24,Ptprq,Hnrnpa0,Adamtsl5,Tex11,Igf2bp1,Bpifb6,Arhgap31,Mat1a,Uba3,Cpsf2,Rcor1,Ppp1r15a,Rcan2,Acacb,Plg,Hmgcl,Gpx4,Nxf2,Strip2,F2,Polg2,Nfkbiz,Ttr,Vhl,Dclk1,Wdr26,Dach1,Abcg5,Gc,Fmr1,Chchd10,F2r,Map4,Als2cr12,Creg1,Adap2,Ces3a,Apoa2,Tusc5,Rnf112,Cbfb,Isoc2a"
"GO:0005496"	"GO:MF"	0.000184807800048623	101	8	"steroid binding"	"Hsd11b1,Anxa6,Fabp1,Rorc,Akr1c14,Pgrmc1,Gc,Apoa2"
"GO:0008289"	"GO:MF"	0.00312825567267101	723	17	"lipid binding"	"Plekha1,Hsd11b1,Anxa6,Apol9a,Fabp1,Apob,Ffar2,Cps1,Mtss1l,Rorc,Akr1c14,Pgrmc1,Bpifb6,F2,Gc,Adap2,Apoa2"
"KEGG:04610"	"KEGG"	1.81791479305636e-08	85	10	"Complement and coagulation cascades"	"Serpine1,Fga,Kng1,Fgg,Fgb,Serpina1e,Serpina1c,Plg,F2,F2r"
"KEGG:00000"	"KEGG"	0.00884240780238866	6724	66	"KEGG root term"	"Ramp2,Stat6,Acvr1b,Slc5a7,Serpine1,Trp53inp2,Pth1r,Hsd11b1,Slc36a1,Fga,Ddit4,Cp,Mapk8ip1,Irak2,Fabp1,Rbm28,Suclg2,Slc2a5,H2-Q10,Apob,Arhgef6,Gsta4,Pdk1,Ffar2,Ddo,Prkar2b,Cd274,Pbx1,Cdc25c,Gsk3b,Tfap4,Gcnt2,Kng1,Fgg,Gpd2,Cps1,Fgb,Rorc,Serpina1e,Trf,Map2k3,Slco1b2,Serpina1c,Gaa,Ccl24,Igf2bp1,Mat1a,Uba3,Cpsf2,Rcor1,Ppp1r15a,Rcan2,Acacb,Plg,Hmgcl,Gpx4,Nxf2,F2,Nfkbiz,Ttr,Vhl,Abcg5,Fmr1,Chchd10,F2r,Apoa2"
"REAC:R-MMU-140875"	"REAC"	4.68835803996113e-05	20	5	"Common Pathway of Fibrin Clot Formation"	"Fga,Fgg,Fgb,F2,F2r"
"REAC:R-MMU-5686938"	"REAC"	0.000484230224434928	14	4	"Regulation of TLR by endogenous ligand"	"Fga,Apob,Fgg,Fgb"
"REAC:R-MMU-140877"	"REAC"	0.000571269428603234	32	5	"Formation of Fibrin Clot (Clotting Cascade)"	"Fga,Fgg,Fgb,F2,F2r"
"REAC:R-MMU-8957275"	"REAC"	0.00103773332084599	97	7	"Post-translational protein phosphorylation"	"Fga,Cp,Apol9a,Apob,Fgg,Trf,Apoa2"
"REAC:R-MMU-381426"	"REAC"	0.00154862080224314	103	7	"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)"	"Fga,Cp,Apol9a,Apob,Fgg,Trf,Apoa2"
"REAC:R-MMU-382551"	"REAC"	0.00291026368167894	598	15	"Transport of small molecules"	"Slc5a7,Slc36a1,Cp,Lrrc8c,Slc1a4,Apoc4,Apob,Prkar2b,Slc35b4,Trf,Slco1b2,Plg,Abcg5,Ces3a,Apoa2"
"REAC:R-MMU-168249"	"REAC"	0.00377498702721366	851	18	"Innate Immune System"	"Stat6,Fga,S100b,Irak2,Slc2a5,H2-Q10,Apob,Fgg,Fgb,Map2k3,Pgrmc1,Pkp1,Gaa,Bpifb6,Uba3,F2,Ttr,Creg1"
"REAC:R-MMU-168898"	"REAC"	0.0049737422081689	123	7	"Toll-like Receptor Cascades"	"Fga,S100b,Irak2,Apob,Fgg,Fgb,Map2k3"
"REAC:R-MMU-174824"	"REAC"	0.00953912703833568	56	5	"Plasma lipoprotein assembly, remodeling, and clearance"	"Apoc4,Apob,Plg,Ces3a,Apoa2"
"REAC:R-MMU-8964041"	"REAC"	0.0120592938908626	2	2	"LDL remodeling"	"Apob,Plg"
"REAC:R-MMU-114608"	"REAC"	0.019669278915909	105	6	"Platelet degranulation "	"Fga,Fgg,Lhfpl2,Fgb,Trf,Plg"
"REAC:R-MMU-76009"	"REAC"	0.0202424768576848	34	4	"Platelet Aggregation (Plug Formation)"	"Fga,Fgg,Fgb,F2"
"REAC:R-MMU-76005"	"REAC"	0.0242202660936217	109	6	"Response to elevated platelet cytosolic Ca2+"	"Fga,Fgg,Lhfpl2,Fgb,Trf,Plg"
"REAC:R-MMU-372708"	"REAC"	0.0271356157240865	14	3	"p130Cas linkage to MAPK signaling for integrins"	"Fga,Fgg,Fgb"
"REAC:R-MMU-354194"	"REAC"	0.0271356157240865	14	3	"GRB2:SOS provides linkage to MAPK signaling for Integrins "	"Fga,Fgg,Fgb"
"REAC:R-MMU-76002"	"REAC"	0.0418345218612262	230	8	"Platelet activation, signaling and aggregation"	"Fga,Fgg,Lhfpl2,Fgb,Trf,Plg,F2,F2r"
"REAC:R-MMU-109582"	"REAC"	0.0428663052170111	511	12	"Hemostasis"	"Fga,Apob,Gata6,Prkar2b,Fgg,Lhfpl2,Fgb,Trf,Rcor1,Plg,F2,F2r"
"REAC:R-MMU-975634"	"REAC"	0.0468926067574504	42	4	"Retinoid metabolism and transport"	"Apob,Akr1c14,Ttr,Apoa2"
"REAC:R-MMU-8963898"	"REAC"	0.0499603520384247	17	3	"Plasma lipoprotein assembly"	"Apoc4,Apob,Apoa2"
"WP:WP460"	"WP"	1.05656108498357e-07	20	6	"Blood Clotting Cascade"	"Serpine1,Fga,Fgg,Fgb,Plg,F2"
"WP:000000"	"WP"	1.55547772802184e-06	3972	54	"WIKIPATHWAYS"	"Ramp2,Stat6,Acvr1b,Dazl,Serpine1,Zfp423,Pth1r,Hsd11b1,Fga,Ddit4,Anxa6,Akap12,Mapk8ip1,Irak2,Fabp1,Rbm28,Tdrd7,Suclg2,Slc2a5,H2-Q10,Gata6,Arhgef6,Gsta4,Pdk1,Ffar2,Prkar2b,Cdc25c,Gsk3b,Kng1,Fgg,Lhfpl2,Gpd2,Cps1,Fgb,Rorc,Trf,Map2k3,Ccl24,Hnrnpa0,Igf2bp1,Mat1a,Cpsf2,Acacb,Plg,Hmgcl,Gpx4,F2,Nfkbiz,Abcg5,Fmr1,F2r,Map4,Adap2,Apoa2"
