"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0070372","regulation of ERK1 and ERK2 cascade","24/688","307/20761",9.74943379565344e-05,0.00303825492403109,0.00248984508080259,"Pdgfb/Ddt/Cd44/Ccl8/Esr1/Ccn2/Gcnt2/App/C3/Nrp1/Fam83d/Emilin1/Cx3cl1/Gnai2/Ccl7/Ccl2/Abca7/Ndrg4/Ranbp9/Lyn/F2r/Adam17/Gstp1/Mapk3",24
"BP","GO:0045930","negative regulation of mitotic cell cycle","20/688","232/20761",9.82505113943214e-05,0.00304193791122159,0.00249286328295093,"Chfr/Birc5/Esr1/Fbxo5/Cdk1/Top2a/Plk2/Mtbp/Ndc80/Bub1/Stil/Mad2l1/Plk1/Wee1/Eme1/Cdk5rap2/Ccnb1/Clspn/Cenpe/Taok2",20
"BP","GO:0048260","positive regulation of receptor-mediated endocytosis","9/688","57/20761",9.91359149025555e-05,0.00304954865971216,0.00249910027924133,"Fmr1/Atad1/Clu/C3/Cd63/Anxa2/Trf/Serpine1/Hip1",9
"BP","GO:0051341","regulation of oxidoreductase activity","11/688","84/20761",0.000100720099286954,0.00307841944487307,0.00252275984178931,"Esr1/Dhfr/Npr3/Atp2b4/Eng/Kras/Gnai2/Chchd10/Lep/Gstp1/Ecsit",11
"BP","GO:0030261","chromosome condensation","8/688","45/20761",0.000101678954338579,0.00308793155596398,0.00253055500170838,"Ncapg/Cdk1/Top2a/Nusap1/Smc2/Ncaph/Ccnb1/Ncapg2",8
"BP","GO:0043547","positive regulation of GTPase activity","19/688","215/20761",0.000104997637611523,0.00316853630463127,0.0025966104651164,"Ccl8/Bcr/Adap2/Nedd9/Arap3/Ect2/Arhgef7/Cx3cl1/Mtss2/Ccl7/Ccl2/Asap3/Ralgapa2/Dock10/Picalm/S1pr1/F2r/Arhgap24/Ntrk3",19
"BP","GO:0070374","positive regulation of ERK1 and ERK2 cascade","19/688","216/20761",0.000111640515466717,0.00334781118078808,0.00274352594116155,"Pdgfb/Ddt/Cd44/Ccl8/Esr1/Ccn2/Gcnt2/App/C3/Nrp1/Cx3cl1/Gnai2/Ccl7/Ccl2/Abca7/Ndrg4/F2r/Adam17/Mapk3",19
"BP","GO:0048872","homeostasis of number of cells","24/688","310/20761",0.000113237480359922,0.00337428472575696,0.00276522096918267,"Acvr1b/Dnaja3/Cd44/Bcr/Sfxn1/Sod1/Hspa9/Skil/Pde4b/Prdx1/Tal1/Kras/Tnfsf13b/Jak3/Ets1/Ccnb2/Ccl2/Dock10/Ncapg2/Lyn/Sh2b3/F2r/Adam17/Adgrf5",24
"BP","GO:0006749","glutathione metabolic process","9/688","58/20761",0.00011393872500983,0.00337428472575696,0.00276522096918267,"Gstm5/Gpx3/Sod1/Gsta3/Gsr/Gsta4/Ptges/Gstp1/Gpx4",9
"BP","GO:0032886","regulation of microtubule-based process","20/688","235/20761",0.00011712085317027,0.00344711251799905,0.00282490322916206,"Kif11/Nin/Plk2/Dst/Nek2/Tpx2/Macf1/Stil/Stmn1/Fkbp4/Plk1/Cdh5/Dysf/Tacc3/Ckap2/Cdk5rap2/Prkaa1/Fes/Psrc1/Kifc1",20
"BP","GO:0051293","establishment of spindle localization","8/688","46/20761",0.000119548882900569,0.00349698818202399,0.00286577625655092,"Myh9/Ndc80/Sapcd2/Nusap1/Cenpa/Mad2l1/Plk1/Cdk5rap2",8
"BP","GO:0051321","meiotic cell cycle","23/688","292/20761",0.000120930324952862,0.00351582798399541,0.0028812154443198,"Cdc20/Dazl/Fbxo5/Top2a/Myh9/Sgo1/Sgo2a/Nek2/Nuf2/Tubgcp4/Cdc25b/Bub1/Aurka/Ccne2/Smc2/Plk1/Mki67/Aspm/Ncaph/Eme1/Exo1/Espl1/Cks2",23
"BP","GO:0050728","negative regulation of inflammatory response","15/688","148/20761",0.000122246891663252,0.00353256472394172,0.00289493117610201,"Serpinf1/Acp5/Cd44/Bcr/Pbk/Cd200/Sod1/Wfdc1/Cx3cl1/Cdh5/Ets1/Uaca/Adora1/Ctla2a/Gstp1",15
"BP","GO:0032970","regulation of actin filament-based process","28/688","392/20761",0.000126932102737375,0.00355184633795589,0.00291073242813764,"Fhod1/Stc1/Rnd3/Ccn2/Sptbn1/Pecam1/Myh9/Nrp1/Ect2/Pde4b/Stmn1/Cit/Fscn1/Eln/Vasp/Cx3cl1/Asap3/Plekhg2/Kank3/Adora1/Synpo/S1pr1/Cdc42ep1/Synpo2/Fes/Ntrk3/Taok2/Myadm",28
"BP","GO:0015980","energy derivation by oxidation of organic compounds","21/688","255/20761",0.000127124165685868,0.00355184633795589,0.00291073242813764,"Ugp2/Cbfa2t3/Cdk1/Ndufs7/Pygl/Pdhb/Gbe1/Ndufa5/Ndufv2/Pcdh12/Gaa/Pgm2/Ppargc1a/Pdha1/S100b/Pank2/Ccnb1/Ndufa7/Adgrf5/Lep/Suclg2",21
"BP","GO:0033866","nucleoside bisphosphate biosynthetic process","7/688","35/20761",0.000127383750794979,0.00355184633795589,0.00291073242813764,"Pdk1/Acly/Pdhb/Mpc1/Pdha1/Pank2/Acacb",7
"BP","GO:0034030","ribonucleoside bisphosphate biosynthetic process","7/688","35/20761",0.000127383750794979,0.00355184633795589,0.00291073242813764,"Pdk1/Acly/Pdhb/Mpc1/Pdha1/Pank2/Acacb",7
"BP","GO:0034033","purine nucleoside bisphosphate biosynthetic process","7/688","35/20761",0.000127383750794979,0.00355184633795589,0.00291073242813764,"Pdk1/Acly/Pdhb/Mpc1/Pdha1/Pank2/Acacb",7
"BP","GO:0038084","vascular endothelial growth factor signaling pathway","7/688","35/20761",0.000127383750794979,0.00355184633795589,0.00291073242813764,"Pdgfb/Dcn/Cd63/Nrp1/Nrp2/Adgra2/Jcad",7
"BP","GO:0050727","regulation of inflammatory response","25/688","333/20761",0.000133536376712804,0.00366752155256678,0.00300552808264038,"Serpinf1/Acp5/Ddt/Cd44/Bcr/Lbp/Esr1/Pbk/Cd200/Sod1/Wfdc1/C3/Hspd1/Cx3cl1/Cdh5/Ets1/Uaca/Serpine1/Lyn/Adora1/Ctla2a/Ffar2/Lep/Gstp1/Gpx4",25
"BP","GO:0035384","thioester biosynthetic process","6/688","25/20761",0.00013383992243008,0.00366752155256678,0.00300552808264038,"Pdk1/Acly/Pdhb/Mpc1/Pdha1/Acacb",6
"BP","GO:0071616","acyl-CoA biosynthetic process","6/688","25/20761",0.00013383992243008,0.00366752155256678,0.00300552808264038,"Pdk1/Acly/Pdhb/Mpc1/Pdha1/Acacb",6
"BP","GO:0031330","negative regulation of cellular catabolic process","20/688","238/20761",0.000139124862169775,0.00379055624471706,0.00310635481728845,"Fmr1/Timp1/Dazl/Psen2/Pbk/Laptm4b/Hsp90ab1/Atp2b4/E2f1/Alad/Timp4/Anxa2/Acacb/Rasip1/Cirbp/Lep/Hipk2/Clec16a/Ubxn1/Prkcg",20
"BP","GO:1901990","regulation of mitotic cell cycle phase transition","21/688","257/20761",0.000141791099942829,0.00384124979845118,0.00314789810399391,"Ube2c/Rab11a/Birc5/Fbxo5/Cdk1/Mtbp/App/Ndc80/Lmnb1/Cenpf/Cdc25b/Bub1/E2f1/Mad2l1/Plk1/Cdk5rap2/Ccnb1/Clspn/Cenpe/Adam17/Taok2",21
"BP","GO:0034329","cell junction assembly","27/688","375/20761",0.000146259118132924,0.00393990663987448,0.00322874722872088,"Pdgfb/Itga5/Ramp2/Esam/Adgre5/Bcr/Actn1/Pecam1/Nptxr/Plec/App/Nrp1/Smad7/Dst/Ect2/Macf1/Fscn1/Iqgap1/Cdh13/Cdh5/Pcdh17/Plxnb2/Reln/Mpp7/Ntrk3/Taok2/Peak1",27
"BP","GO:0071902","positive regulation of protein serine/threonine kinase activity","22/688","277/20761",0.000149777940956609,0.00401202933978153,0.00328785166665247,"Pdgfb/Map2k3/Spag9/Sod1/Hsp90ab1/Atp2b4/Iqgap3/Stil/Ret/Kras/Iqgap1/Trf/Mdfic/Itga1/Adora1/F2r/Adam17/Tead1/Ntrk3/Taok2/Samd5/Psrc1",22
"BP","GO:0050900","leukocyte migration","25/688","336/20761",0.000153565170790989,0.00403824325950819,0.00330933393220028,"Pdgfb/Ddt/Ccl8/Bcr/Lbp/Pecam1/Thbs4/Cd200/App/Ecm1/Pde4b/Emilin1/Cx3cl1/Dysf/Ccl7/Ccl2/Serpine1/Lyn/Itga1/Adora1/S1pr1/Ffar2/Adam17/Lep/Mapk3",25
"BP","GO:0003417","growth plate cartilage development","7/688","36/20761",0.000153650058491397,0.00403824325950819,0.00330933393220028,"Col6a1/Stc1/Anxa6/Col6a2/Anxa2/Col12a1/Col6a3",7
"BP","GO:0040001","establishment of mitotic spindle localization","7/688","36/20761",0.000153650058491397,0.00403824325950819,0.00330933393220028,"Ndc80/Sapcd2/Nusap1/Cenpa/Mad2l1/Plk1/Cdk5rap2",7
"BP","GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","12/688","103/20761",0.000154991299599412,0.00403824325950819,0.00330933393220028,"Aspn/Hsp90ab1/Cidea/Lox/Smad7/Eng/Fbn1/Skil/Emilin1/Nrep/Adam17/Hipk2",12
"BP","GO:1901800","positive regulation of proteasomal protein catabolic process","12/688","103/20761",0.000154991299599412,0.00403824325950819,0.00330933393220028,"Fmr1/Cbfa2t3/Psen2/Chfr/Plk2/Clu/Rnf19a/Smad7/Aurka/Edem1/Plk1/Ecscr",12
"BP","GO:0051056","regulation of small GTPase mediated signal transduction","21/688","259/20761",0.000157933973437134,0.00409254992037096,0.00335383815445448,"Foxm1/Arhgef40/Bcr/Tnfaip1/Spata13/Arap3/Nrp1/Ect2/Stmn1/Kras/Arhgef6/Arhgef7/Adgrg1/Ralgapa2/Plekhg2/Reln/Rasip1/F2r/Prag1/Arhgef39/Arhgap24",21
"BP","GO:0018108","peptidyl-tyrosine phosphorylation","24/688","317/20761",0.000159092186400411,0.00410027862030896,0.00336017181176856,"Pdgfb/Itga5/Cd44/Psen2/Sh3bp5l/Yes1/Pecam1/Nedd9/Thbs4/App/Nrp1/Tal1/Iqgap1/Wee1/Jak3/Ncapg2/Lyn/Adora1/Reln/Sh2b3/Adam17/Fes/Lep/Mapk3",24
"BP","GO:0031032","actomyosin structure organization","18/688","204/20761",0.000161299558611398,0.00413481879279111,0.00338847742821454,"Fhod1/Tnfaip1/Ccn2/Myh9/Racgap1/Nrp1/Csrp1/Ect2/Stmn1/Cit/Eln/Kif23/Asap3/Pgm5/Kank3/Synpo/S1pr1/Cnn3",18
"BP","GO:0030099","myeloid cell differentiation","28/688","398/20761",0.0001636751744928,0.00417327931541001,0.00341999576536602,"Acvr1b/Cbfa2t3/Psen2/Actn1/Nme2/Sfxn1/Myh9/App/Hspa9/Lox/Fasn/Fam20c/Casp8/Fbn1/Tspan2/Tal1/Ctnnbip1/Jak3/Cbfb/Ets1/Anxa2/Trf/Ncapg2/Lyn/Sh2b3/Fes/Adgrf5/Lep",28
"BP","GO:0044262","cellular carbohydrate metabolic process","22/688","279/20761",0.000166004251242337,0.0042101503719333,0.00345021153757869,"Ugp2/Cbfa2t3/Pdk1/Mogat1/Hsd11b1/Slc35b4/Isyna1/Ddit4/Pygl/Gbe1/Pcdh12/Gaa/Pgm2/Inpp1/Hdac4/Rorc/Ppargc1a/B3gnt3/Pth1r/Dysf/Acacb/Lep",22
"BP","GO:0042058","regulation of epidermal growth factor receptor signaling pathway","9/688","61/20761",0.000169868668493223,0.0042667097340916,0.0034965618449638,"Psen2/Esr1/Rhbdf1/App/Cdh13/Hip1/Itga1/Adora1/Adam17",9
"BP","GO:0007009","plasma membrane organization","12/688","104/20761",0.00017002408755818,0.0042667097340916,0.0034965618449638,"Anxa6/Sptbn1/Clu/Myh9/Sod1/Col5a1/Mtss2/Dysf/Abca7/Cavin2/Fat4/Ehd2",12
"BP","GO:0003422","growth plate cartilage morphogenesis","5/688","17/20761",0.000174927903232806,0.0043667866105446,0.0035785746861404,"Col6a1/Stc1/Col6a2/Col12a1/Col6a3",5
"BP","GO:0061097","regulation of protein tyrosine kinase activity","10/688","75/20761",0.000177699465930267,0.00441287007060162,0.00361634000840542,"Pdgfb/Psen2/Sh3bp5l/Nedd9/App/Tal1/Ncapg2/Adora1/Reln/Adam17",10
"BP","GO:0018212","peptidyl-tyrosine modification","24/688","320/20761",0.000183337915737841,0.00452930146237318,0.00371175534888936,"Pdgfb/Itga5/Cd44/Psen2/Sh3bp5l/Yes1/Pecam1/Nedd9/Thbs4/App/Nrp1/Tal1/Iqgap1/Wee1/Jak3/Ncapg2/Lyn/Adora1/Reln/Sh2b3/Adam17/Fes/Lep/Mapk3",24
"BP","GO:0038127","ERBB signaling pathway","12/688","105/20761",0.000186284812093345,0.00455490248236446,0.00373273534407826,"Psen2/Plcg1/Esr1/Rhbdf1/App/Iqgap1/Cdh13/Hip1/Itga1/Adora1/Fam83a/Adam17",12
"BP","GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","12/688","105/20761",0.000186284812093345,0.00455490248236446,0.00373273534407826,"Aspn/Hsp90ab1/Cidea/Lox/Smad7/Eng/Fbn1/Skil/Emilin1/Nrep/Adam17/Hipk2",12
"BP","GO:0007264","small GTPase mediated signal transduction","32/688","485/20761",0.000187381443551293,0.00455834042271718,0.00373555273073255,"Foxm1/Dnaja3/Arhgef40/Rab11a/Bcr/Rnd3/Tnfaip1/Pecam1/Plk2/Spata13/Arhgap31/Arap3/Nrp1/Ect2/Iqgap3/Stmn1/Kras/Arhgef6/Arhgef7/Adgrg1/Cdh13/Ralgapa2/Plekhg2/Dock10/Reln/Rasip1/F2r/Cdc42ep1/Prag1/Arhgef39/Arhgap24/Sh2d3c",32
"BP","GO:0061448","connective tissue development","22/688","283/20761",0.00020318427220492,0.00491767822270587,0.00403002948663992,"Pdgfb/Col6a1/Stc1/Wt1/Anxa6/Ccn2/Col6a2/Lox/Col5a1/Ecm1/Rorc/Hspg2/Ppargc1a/Bgn/Anxa2/Col12a1/Pth1r/Loxl2/Arid5a/Col6a3/Lep/Mapk3",22
"BP","GO:0001938","positive regulation of endothelial cell proliferation","11/688","91/20761",0.000208203638085346,0.00501371185045925,0.00410872889193411,"Pdgfb/Plcg1/Thbs4/Egfl7/Ecm1/Cdh13/Dysf/Jcad/Ccl2/Aplnr/Adam17",11
"BP","GO:0051098","regulation of binding","28/688","404/20761",0.000209629774691582,0.00502268726497218,0.00411608422986063,"Pdgfb/Fmr1/Psen2/Ctsz/Pcbd1/Spag9/Plk2/Hmbox1/Derl1/App/Hsp90ab1/Lox/Hdac4/Nek2/Ccm2l/E2f1/Aurka/Stmn1/Ctnnbip1/Plk1/Arhgef7/Anxa2/Dysf/Crtac1/A730008H23Rik/Hipk2/Mapk3/Eno1",28
"BP","GO:0050673","epithelial cell proliferation","29/688","425/20761",0.000211631507304834,0.00504529513414723,0.00413461134271338,"Pdgfb/Serpinf1/Uhrf1/Stat6/Plcg1/Birc5/Sparc/Esr1/Nme2/Vash1/Thbs4/Wfdc1/Eng/Egfl7/Dll4/Iqgap3/Ecm1/Mki67/Cdh13/Dysf/Jcad/Loxl2/Ccl2/Hmgn1/Aplnr/Adam17/Lep/Col8a1/Muc16",29
"BP","GO:0002262","myeloid cell homeostasis","16/688","173/20761",0.000214950146807424,0.00509891691531242,0.00417855430714405,"Acvr1b/Cd44/Sfxn1/Sod1/Hspa9/Pde4b/Prdx1/Tal1/Jak3/Ets1/Ccl2/Ncapg2/Lyn/Sh2b3/Adam17/Adgrf5",16
"BP","GO:0030865","cortical cytoskeleton organization","8/688","50/20761",0.000218930998316641,0.00514218226588051,0.00421401019316241,"Actn1/Fmnl3/Racgap1/Ect2/Cit/Kif23/Synpo/Ehd2",8
"BP","GO:0098754","detoxification","8/688","50/20761",0.000218930998316641,0.00514218226588051,0.00421401019316241,"Gstm5/Acaa1b/Fbln5/Dhfr/Sod1/Gsta3/Prdx1/Oscp1",8
"BP","GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process","13/688","123/20761",0.000224741663751926,0.00524424736510276,0.00429765237973804,"Cbfa2t3/Psen2/Chfr/Plk2/Pbk/Clu/Rnf19a/Hsp90ab1/Smad7/Aurka/Plk1/Clec16a/Ubxn1",13
"BP","GO:0046578","regulation of Ras protein signal transduction","19/688","228/20761",0.000225476239481138,0.00524424736510276,0.00429765237973804,"Foxm1/Arhgef40/Bcr/Tnfaip1/Spata13/Arap3/Nrp1/Ect2/Stmn1/Kras/Arhgef6/Arhgef7/Adgrg1/Plekhg2/Rasip1/F2r/Prag1/Arhgef39/Arhgap24",19
"BP","GO:0006085","acetyl-CoA biosynthetic process","5/688","18/20761",0.000235629109362722,0.00545378443418184,0.00446936767477989,"Pdk1/Acly/Pdhb/Mpc1/Pdha1",5
"BP","GO:0010389","regulation of G2/M transition of mitotic cell cycle","10/688","78/20761",0.000246794874216305,0.00568462782735913,0.00465854346855288,"Rab11a/Fbxo5/Cdk1/App/Lmnb1/Cenpf/Cdc25b/Ccnb1/Clspn/Taok2",10
"BP","GO:0001776","leukocyte homeostasis","12/688","109/20761",0.00026527483000127,0.00608091533387528,0.0049833004502263,"Dnaja3/Cd44/Skil/Pde4b/Tnfsf13b/Jak3/Ccnb2/Ccl2/Dock10/Lyn/Sh2b3/Adam17",12
"BP","GO:0051235","maintenance of location","23/688","309/20761",0.000276369337959493,0.00627618929981187,0.00514332715491471,"Kdelr3/Plcg1/Anxa6/C3/Cidea/Gaa/Fbn1/Itpr2/Cx3cl1/Dysf/Aspm/Vps13c/Tacc3/Acacb/Lyn/Hilpda/Aplnr/F2r/Ftl1/Ffar2/Mest/Lep/Apoc4",23
"BP","GO:0001570","vasculogenesis","11/688","94/20761",0.000277742437554594,0.00627618929981187,0.00514332715491471,"Ramp2/Foxm1/Wt1/Nrp1/Sox17/Eng/Egfl7/Tie1/Aplnr/Rasip1/Sox18",11
"BP","GO:1902749","regulation of cell cycle G2/M phase transition","11/688","94/20761",0.000277742437554594,0.00627618929981187,0.00514332715491471,"Rab11a/Fbxo5/Cdk1/App/Lmnb1/Cenpf/Cdc25b/Plk1/Ccnb1/Clspn/Taok2",11
"BP","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","12/688","110/20761",0.000288960614110416,0.0064812073926395,0.0053113391561016,"Esam/Pecam1/Pcdh12/Ret/Cdh13/Cdh5/Plxnb2/Dchs1/Fat4/Pcdh1/Robo2/Palld",12
"BP","GO:0060351","cartilage development involved in endochondral bone morphogenesis","8/688","52/20761",0.000289533803404407,0.0064812073926395,0.0053113391561016,"Col6a1/Stc1/Anxa6/Col6a2/Hspg2/Anxa2/Col12a1/Col6a3",8
"BP","GO:0010498","proteasomal protein catabolic process","30/688","456/20761",0.000309192253630034,0.00688891899676636,0.00564545816760789,"Fmr1/Ube2c/Ufd1/Cbfa2t3/Cdc20/Psen2/Chfr/Tnfaip1/Rhbdf1/Plk2/Pbk/Clu/Rnf19a/Derl1/Hsp90ab1/Smad7/Aurka/Psma7/Wwtr1/Alad/Edem1/Plk1/Stt3b/Spsb1/Fbxl7/Clec16a/Ubxn1/Ecscr/Ccdc47/Prkcg",30
"BP","GO:1901184","regulation of ERBB signaling pathway","9/688","66/20761",0.000313016051954997,0.00694167691033221,0.00568869319391407,"Psen2/Esr1/Rhbdf1/App/Cdh13/Hip1/Itga1/Adora1/Adam17",9
"BP","GO:0048469","cell maturation","17/688","197/20761",0.000315784904938798,0.00697065938309347,0.005712444284273,"Pdgfb/Tmem79/Dazl/Fbxo5/App/C3/Fam20c/Cdc25b/Aurka/Tal1/Ret/Cbfb/Pth1r/Tut4/Abhd2/Ccnb1/Sox18",17
"BP","GO:0071353","cellular response to interleukin-4","6/688","29/20761",0.000320673667858423,0.00704595413985696,0.00577414821775632,"Stat6/Hsp90ab1/Fasn/Alad/Jak3/Rpl3",6
"BP","GO:0030199","collagen fibril organization","8/688","53/20761",0.000331238395122112,0.00724470031166162,0.00593702038963439,"Aebp1/Lox/Dpt/Col5a1/Emilin1/Anxa2/Plod2/Loxl2",8
"BP","GO:2000179","positive regulation of neural precursor cell proliferation","9/688","67/20761",0.000351126181040022,0.00763186573511652,0.00625430183873908,"Ctsz/Dll4/Cx3cl1/Adgrg1/Trf/Gnai2/Cip2a/Aspm/Lyn",9
"BP","GO:0031331","positive regulation of cellular catabolic process","25/688","355/20761",0.000354732763487339,0.00763186573511652,0.00625430183873908,"Fmr1/Ulk2/Cbfa2t3/Psen2/Chfr/Dcn/Sptlc1/Dapk1/Plk2/Clu/Rnf19a/App/Cpt1a/Smad7/Aurka/Tomm7/Edem1/Plk1/Vps13c/Trp53inp2/Prkaa1/Mapk3/Hnrnpr/Clec16a/Ecscr",25
"BP","GO:0002685","regulation of leukocyte migration","17/688","199/20761",0.000355342741861549,0.00763186573511652,0.00625430183873908,"Ddt/Bcr/Lbp/Pecam1/Thbs4/Cd200/App/Ecm1/Emilin1/Cx3cl1/Dysf/Ccl2/Serpine1/Lyn/Adora1/Adam17/Mapk3",17
"BP","GO:2000377","regulation of reactive oxygen species metabolic process","17/688","199/20761",0.000355342741861549,0.00763186573511652,0.00625430183873908,"Pdgfb/Acp5/Foxm1/Bcr/Esr1/Fbln5/Dhfr/Clu/Sod1/Hspd1/Hdac4/Atp2b4/Gnai2/Lep/Gstp1/Romo1/Ulbp1",17
"BP","GO:0045132","meiotic chromosome segregation","11/688","97/20761",0.00036591157769809,0.00782361615454929,0.00641144100266844,"Top2a/Sgo1/Sgo2a/Nuf2/Bub1/Ccne2/Smc2/Plk1/Ncaph/Eme1/Espl1",11
"BP","GO:0032964","collagen biosynthetic process","8/688","54/20761",0.000377711462488303,0.0080398582729653,0.00658865107498393,"Pdgfb/Ccn2/Eng/Col5a1/Emilin1/Ccl2/Serpine1/F2r",8
"BP","GO:0050678","regulation of epithelial cell proliferation","25/688","357/20761",0.000385644894551171,0.00814132065341364,0.00667179933448239,"Pdgfb/Serpinf1/Uhrf1/Plcg1/Birc5/Sparc/Esr1/Nme2/Vash1/Thbs4/Wfdc1/Eng/Egfl7/Dll4/Iqgap3/Ecm1/Cdh13/Dysf/Jcad/Ccl2/Hmgn1/Aplnr/Adam17/Lep/Muc16",25
"BP","GO:0031348","negative regulation of defense response","18/688","219/20761",0.000385893134998214,0.00814132065341364,0.00667179933448239,"Serpinf1/Acp5/Dnaja3/Cd44/Ufd1/Bcr/Dhx58/Pbk/Cd200/Sod1/Wfdc1/Cx3cl1/Cdh5/Ets1/Uaca/Adora1/Ctla2a/Gstp1",18
"BP","GO:0001556","oocyte maturation","6/688","30/20761",0.000389708063169697,0.0081855861021723,0.00670807479937822,"Dazl/Fbxo5/Cdc25b/Aurka/Tut4/Ccnb1",6
"BP","GO:0001885","endothelial cell development","9/688","68/20761",0.000392983784614355,0.00819310835177995,0.00671423927097474,"Col18a1/Stc1/Pecam1/Fasn/Eng/Cdh5/Clic4/Sox18/Myadm",9
"BP","GO:0010639","negative regulation of organelle organization","27/688","399/20761",0.000393502896929029,0.00819310835177995,0.00671423927097474,"Birc5/Esr1/Fbxo5/Sptbn1/Pecam1/Top2a/Mtbp/Ndc80/Nek2/Bub1/Stmn1/Ppargc1a/Mad2l1/Fkbp4/Plk1/Cdh5/Dysf/Ckap2/Cdk5rap2/Pif1/Ccnb1/Kank3/S1pr1/Cenpe/Myadm/Clec16a/Kifc1",27
"BP","GO:0051383","kinetochore organization","5/688","20/20761",0.000403557008252752,0.00836591224064836,0.00685585178322295,"Ndc80/Nuf2/Smc2/Cenpa/Cenpe",5
"BP","GO:0010883","regulation of lipid storage","7/688","42/20761",0.000418026148219877,0.00862834924117911,0.00707091848800266,"C3/Cidea/Acacb/Hilpda/Mest/Lep/Apoc4",7
"BP","GO:0031589","cell-substrate adhesion","24/688","339/20761",0.000428001833050116,0.0087961756033748,0.00720845192505459,"Itga5/Nid1/Bcr/Actn1/Ccn2/Pecam1/Gcnt2/Nedd9/Cd63/Nrp1/Postn/Macf1/Hspg2/Emilin1/Iqgap1/Cdh13/Serpine1/Mmrn2/Itga1/Taok2/Fbln2/Col8a1/Myadm/Peak1",24
"BP","GO:2000058","regulation of ubiquitin-dependent protein catabolic process","14/688","149/20761",0.000445704276303146,0.00912067806615192,0.00747438117748939,"Cbfa2t3/Psen2/Chfr/Plk2/Pbk/Clu/Rnf19a/Hsp90ab1/Smad7/Aurka/Plk1/Hipk2/Clec16a/Ubxn1",14
"BP","GO:1903363","negative regulation of cellular protein catabolic process","10/688","84/20761",0.000453401843327071,0.00923854696146784,0.00757097454984295,"Psen2/Pbk/Laptm4b/Hsp90ab1/Alad/Anxa2/Hipk2/Clec16a/Ubxn1/Prkcg",10
"BP","GO:0072001","renal system development","22/688","300/20761",0.000455844576388667,0.00924879549030283,0.00757937320293273,"Pdgfb/Aqp1/Cd44/Nid1/Aph1a/Wt1/Vcan/Cep55/Nrp1/Smad7/Sox17/Gsta3/Cenpf/Fbn1/Wwtr1/Enpep/Ctnnbip1/Ret/Col4a1/Dchs1/Fat4/Robo2",22
"BP","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","20/688","261/20761",0.000467647987534545,0.00936757860129289,0.00767671577357807,"Pdgfb/Itga5/Cd44/Psen2/Sh3bp5l/Yes1/Pecam1/Nedd9/Thbs4/App/Nrp1/Tal1/Iqgap1/Ncapg2/Lyn/Adora1/Reln/Sh2b3/Adam17/Lep",20
"BP","GO:0032967","positive regulation of collagen biosynthetic process","6/688","31/20761",0.000469824059017213,0.00936757860129289,0.00767671577357807,"Pdgfb/Ccn2/Eng/Ccl2/Serpine1/F2r",6
"BP","GO:0070670","response to interleukin-4","6/688","31/20761",0.000469824059017213,0.00936757860129289,0.00767671577357807,"Stat6/Hsp90ab1/Fasn/Alad/Jak3/Rpl3",6
"BP","GO:0045807","positive regulation of endocytosis","12/688","116/20761",0.000472077711222279,0.00936757860129289,0.00767671577357807,"Fmr1/Atad1/Lbp/Clu/C3/Cd63/Anxa2/Trf/Abca7/Serpine1/Picalm/Hip1",12
"BP","GO:1903052","positive regulation of proteolysis involved in cellular protein catabolic process","12/688","116/20761",0.000472077711222279,0.00936757860129289,0.00767671577357807,"Fmr1/Cbfa2t3/Psen2/Chfr/Plk2/Clu/Rnf19a/Smad7/Aurka/Edem1/Plk1/Ecscr",12
"BP","GO:0097529","myeloid leukocyte migration","17/688","204/20761",0.000473487089536826,0.00936757860129289,0.00767671577357807,"Pdgfb/Ddt/Ccl8/Lbp/Pecam1/Thbs4/Cd200/Pde4b/Emilin1/Cx3cl1/Dysf/Ccl7/Ccl2/Serpine1/Lyn/Itga1/Mapk3",17
"BP","GO:0070997","neuron death","27/688","404/20761",0.000477136035036672,0.00938792591418432,0.00769339036414963,"Serpinf1/Fmr1/Nes/Ctsz/Birc5/Esr1/Ddit4/Psmc1/Clu/Cd200/App/Sod1/Hsp90ab1/Nrp1/Hspd1/Casp8/Hdac4/Ppargc1a/Cit/Kras/Cx3cl1/Picalm/Itga1/Adora1/F2r/Hipk2/Prkcg",27
"BP","GO:0006086","acetyl-CoA biosynthetic process from pyruvate","4/688","12/20761",0.000478453438998907,0.00938792591418432,0.00769339036414963,"Pdk1/Pdhb/Mpc1/Pdha1",4
"BP","GO:0032768","regulation of monooxygenase activity","7/688","43/20761",0.000485209597179103,0.00946947218778948,0.00776021740574765,"Esr1/Dhfr/Npr3/Atp2b4/Eng/Kras/Lep",7
"BP","GO:0043536","positive regulation of blood vessel endothelial cell migration","8/688","56/20761",0.000486581519716532,0.00946947218778948,0.00776021740574765,"Pdgfb/Plcg1/Map2k3/Plk2/Nrp1/Ets1/Jcad/Adam17",8
