"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0002696","positive regulation of leukocyte activation","18/507","309/20761",0.000637065504499815,0.0164026273367618,0.012373480418168,"Stat6/Cav1/Zmiz1/Lbp/Snx4/Cdkn1a/Anxa1/Cd1d1/Prkcz/Gas6/Tnfsf13b/Malt1/Ccl2/Sart1/Lep/Flot2/H2-T23/Lgals1",18
"BP","GO:0045926","negative regulation of growth","16/507","258/20761",0.000644872497053883,0.0164026273367618,0.012373480418168,"Ulk2/Wt1/Hif1a/Sema4d/Cxadr/Cdkn1a/Nrp1/Igfbp5/Sfrp2/Rnf6/Ryk/Cirbp/Gas1/Gpc3/Bmpr2/Mndal",16
"BP","GO:0003422","growth plate cartilage morphogenesis","4/507","17/20761",0.000649527367352503,0.0164026273367618,0.012373480418168,"Col6a1/Col6a2/Vwa1/Col6a3",4
"BP","GO:0035372","protein localization to microtubule","4/507","17/20761",0.000649527367352503,0.0164026273367618,0.012373480418168,"Mid2/Gsk3b/Mapre2/Mapre1",4
"BP","GO:1902992","negative regulation of amyloid precursor protein catabolic process","4/507","17/20761",0.000649527367352503,0.0164026273367618,0.012373480418168,"Clu/Olfm1/Picalm/Flot2",4
"BP","GO:0050900","leukocyte migration","19/507","336/20761",0.000652963985500998,0.0164026273367618,0.012373480418168,"Kit/Lbp/Cd200/Cxadr/App/Akirin1/Cxcl13/Anxa1/Itga6/Gas6/Ccl2/Chst4/Serpine1/Hoxa7/Adora1/Wnk1/Plcb1/Ffar2/Lep",19
"BP","GO:0051216","cartilage development","14/507","209/20761",0.000653435143422081,0.0164026273367618,0.012373480418168,"Col6a1/Anxa6/Col6a2/Hif1a/Fgf9/Sfrp2/Bmp3/Anxa2/Pth1r/Vwa1/Col6a3/Osr1/Lep/Bmpr2",14
"BP","GO:0002063","chondrocyte development","6/507","44/20761",0.000661297104667559,0.0165112095277692,0.0124553904431053,"Col6a1/Col6a2/Sfrp2/Vwa1/Col6a3/Bmpr2",6
"BP","GO:0051251","positive regulation of lymphocyte activation","16/507","259/20761",0.000672261138393332,0.0166956768891408,0.0125945451795302,"Stat6/Cav1/Zmiz1/Cdkn1a/Anxa1/Cd1d1/Prkcz/Gas6/Tnfsf13b/Malt1/Ccl2/Sart1/Lep/Flot2/H2-T23/Lgals1",16
"BP","GO:0032386","regulation of intracellular transport","19/507","337/20761",0.00067670196426469,0.0167170448209092,0.0126106642853225,"Prkd1/Cacnb3/Chp1/Snx4/Gsk3b/Adipoq/Arhgap1/Ube2j1/Edem1/Gas6/Anxa2/Ttc21b/Ccl2/Atp13a2/Tcaf1/Mdfic/Gas1/Lep/Ehd2",19
"BP","GO:0009150","purine ribonucleotide metabolic process","18/507","311/20761",0.000686601354576138,0.0168276708680787,0.012694116112904,"Ampd3/Pdk1/Aprt/Acsl1/Ddit4/Acaca/Nme2/Hif1a/Pfkp/Pdhb/Adcy5/App/Ak3/Ppargc1a/Pdha1/Acacb/Suclg2/Hmgcs1",18
"BP","GO:0006753","nucleoside phosphate metabolic process","22/507","419/20761",0.000688388334933181,0.0168276708680787,0.012694116112904,"Ampd3/Pdk1/Aprt/Acsl1/Ddit4/Acaca/Nme2/Hif1a/Pfkp/Pdhb/Naprt/Adcy5/App/Enpp5/Ak3/Cmpk1/Ppargc1a/Oasl2/Pdha1/Acacb/Suclg2/Hmgcs1",22
"BP","GO:1902305","regulation of sodium ion transmembrane transport","7/507","61/20761",0.00069361414489847,0.0168671064715154,0.0127238647413941,"Chp1/Slc9a3r1/Nedd4l/Atp2b4/Wnk1/Osr1/Plcb1",7
"BP","GO:0050870","positive regulation of T cell activation","13/507","187/20761",0.000714116204889012,0.0171949779416633,0.0129711977528841,"Cav1/Zmiz1/Anxa1/Cd1d1/Prkcz/Tnfsf13b/Malt1/Ccl2/Sart1/Lep/Flot2/H2-T23/Lgals1",13
"BP","GO:0031589","cell-substrate adhesion","19/507","339/20761",0.000726417545060907,0.0171949779416633,0.0129711977528841,"Itga5/Nid1/Fbln1/Alox15/Utrn/Nedd9/Gsk3b/Sorbs1/Cd63/Nrp1/Itga6/Prkcz/Gas6/Cdh13/Serpine1/Hoxa7/Ndnf/Lgals1/Myadm",19
"BP","GO:0042089","cytokine biosynthetic process","10/507","120/20761",0.000728485147217812,0.0171949779416633,0.0129711977528841,"Prg4/Lbp/App/Irf7/Adam33/Cd1d1/Ube2j1/Akap12/Cebpb/Muc16",10
"BP","GO:0002443","leukocyte mediated immunity","20/507","366/20761",0.0007294302815196,0.0171949779416633,0.0129711977528841,"Stat6/Kit/Cr1l/Snx4/C3/Tap2/Irf7/Snap23/Cd1d1/Prkcz/Malt1/Ccl2/Ddx58/C1ra/Lep/H2-K1/H2-T23/H2-Q10/H2-D1/C4b",20
"BP","GO:0002476","antigen processing and presentation of endogenous peptide antigen via MHC class Ib","5/507","30/20761",0.000732324532047662,0.0171949779416633,0.0129711977528841,"Tap2/H2-K1/H2-T23/H2-Q10/H2-D1",5
"BP","GO:0002484","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway","5/507","30/20761",0.000732324532047662,0.0171949779416633,0.0129711977528841,"Tap2/H2-K1/H2-T23/H2-Q10/H2-D1",5
"BP","GO:0051249","regulation of lymphocyte activation","22/507","421/20761",0.000732876549666093,0.0171949779416633,0.0129711977528841,"Stat6/Cav1/Zmiz1/Zfp36l1/Cdkn1a/Anxa1/Mapk8ip1/Cd1d1/Rorc/Prkcz/Gas6/Tnfsf13b/Malt1/Rhbdd3/Ccl2/Sart1/Ctla2a/Cebpb/Lep/Flot2/H2-T23/Lgals1",22
"BP","GO:0106106","cold-induced thermogenesis","11/507","142/20761",0.000743650484194343,0.0172741498044945,0.0130309218125911,"Stat6/Cav1/Acsl1/Npr3/Adipoq/Cidea/Ppargc1a/Tle3/Oxtr/Cebpb/Lep",11
"BP","GO:0120161","regulation of cold-induced thermogenesis","11/507","142/20761",0.000743650484194343,0.0172741498044945,0.0130309218125911,"Stat6/Cav1/Acsl1/Npr3/Adipoq/Cidea/Ppargc1a/Tle3/Oxtr/Cebpb/Lep",11
"BP","GO:0002474","antigen processing and presentation of peptide antigen via MHC class I","6/507","45/20761",0.000747507561769463,0.0172777861678298,0.0130336649384087,"Tap2/Mr1/H2-K1/H2-T23/H2-Q10/H2-D1",6
"BP","GO:0032411","positive regulation of transporter activity","10/507","121/20761",0.000777166110566402,0.0178483138789991,0.0134640480299244,"Cacnb3/Chp1/Nedd4l/Ephb2/Ccl2/Tcaf1/S100a1/Wnk1/Chchd10/Plcb1",10
"BP","GO:0009896","positive regulation of catabolic process","22/507","423/20761",0.000779836374237701,0.0178483138789991,0.0134640480299244,"Mid2/Fmr1/Prkd1/Bid/Ulk2/Cav1/Hif1a/Zfp36l1/Clu/Gsk3b/App/Nedd4l/Cpt1a/Optn/Edem1/Rhbdd3/Ago2/Rnf144b/Trp53inp2/Nop53/Adora1/Gpc3",22
"BP","GO:0051090","regulation of DNA-binding transcription factor activity","21/507","396/20761",0.000796964575728106,0.0181513541662172,0.0136926493986457,"Mid2/Prkd1/Tax1bp1/Kit/Cav1/Chp1/Clu/Hr/Cd200/App/Lrrfip1/Prkcz/Ppargc1a/Mtpn/Gas6/Malt1/Ddx58/Pbx1/Irak2/Hipk2/Flot2",21
"BP","GO:0022038","corpus callosum development","4/507","18/20761",0.000819086633618675,0.0184881930605654,0.0139467470732269,"Pafah1b1/Ephb2/Ryk/Grcc10",4
"BP","GO:0033157","regulation of intracellular protein transport","14/507","214/20761",0.000823633359733904,0.0184881930605654,0.0139467470732269,"Prkd1/Cacnb3/Chp1/Gsk3b/Adipoq/Ube2j1/Edem1/Gas6/Ttc21b/Ccl2/Atp13a2/Tcaf1/Mdfic/Lep",14
"BP","GO:0060047","heart contraction","14/507","214/20761",0.000823633359733904,0.0184881930605654,0.0139467470732269,"Cav1/Sgcd/Cxadr/Sod1/Nedd4l/Gaa/Atp2b4/Atp2a2/Gnao1/Atp1a3/Adora1/S100a1/Tmem65/Gpx1",14
"BP","GO:0035690","cellular response to drug","22/507","425/20761",0.000829380286562855,0.0185281175022104,0.0139768644615427,"Cav2/Fmr1/Folr1/Stat6/Rnf112/Ddit4/Slc9a3r1/Adcy5/Adipoq/Anxa1/Sorbs1/Atp2b4/Vim/Rnf4/Stk26/Gas6/Gnao1/Serpine1/Rnf149/Plcb1/Rhob/Rap1a",22
"BP","GO:0001916","positive regulation of T cell mediated cytotoxicity","6/507","46/20761",0.000842148778177279,0.0187237745014748,0.0141244602094295,"Tap2/Cd1d1/H2-K1/H2-T23/H2-Q10/H2-D1",6
"BP","GO:0002428","antigen processing and presentation of peptide antigen via MHC class Ib","5/507","31/20761",0.00085581205853141,0.0188581698679698,0.0142258426527098,"Tap2/H2-K1/H2-T23/H2-Q10/H2-D1",5
"BP","GO:0031667","response to nutrient levels","20/507","371/20761",0.000861887847052537,0.0188581698679698,0.0142258426527098,"Comt/Folr1/Prkd1/Ulk2/Fads1/Cadps2/Gabarap/Sod1/Cdkn1a/Alad/Rragc/Ppargc1a/Aacs/Gabarapl1/Stk26/Gas6/Slc16a1/Acacb/Rbp1/Lep",20
"BP","GO:0045861","negative regulation of proteolysis","19/507","344/20761",0.000864675009362477,0.0188581698679698,0.0142258426527098,"Fmr1/Ctsz/Slpi/App/Wfdc1/Cst3/Sfrp2/Ube2j1/Alad/Gas6/Serpine1/Picalm/Nop53/Ctla2a/Gas1/Gpc3/Hipk2/Gpx1/Serpina1d",19
"BP","GO:0046777","protein autophosphorylation","15/507","240/20761",0.000869971816700475,0.0188581698679698,0.0142258426527098,"Prkd1/Cdk12/Ulk2/Kit/Cav1/Chp1/Taok1/Rad50/Nme2/Gsk3b/Adipoq/Nek6/Stk26/Atp13a2/Wnk1",15
"BP","GO:1903362","regulation of cellular protein catabolic process","15/507","240/20761",0.000869971816700475,0.0188581698679698,0.0142258426527098,"Fmr1/Cav1/Rhbdf1/Clu/Gsk3b/Ube3a/Ube2j1/Alad/Edem1/Anxa2/Atp13a2/Rnf144b/Nop53/Hipk2/Gpx1",15
"BP","GO:0006637","acyl-CoA metabolic process","8/507","82/20761",0.00087646666552783,0.0188581698679698,0.0142258426527098,"Pdk1/Acsl1/Acaca/Pdhb/Pdha1/Acacb/Suclg2/Hmgcs1",8
"BP","GO:0035383","thioester metabolic process","8/507","82/20761",0.00087646666552783,0.0188581698679698,0.0142258426527098,"Pdk1/Acsl1/Acaca/Pdhb/Pdha1/Acacb/Suclg2/Hmgcs1",8
"BP","GO:0007612","learning","12/507","168/20761",0.000893283437555673,0.0191318365593919,0.0144322857656267,"Comt/Prkar2b/Kit/Pgrmc1/Hif1a/App/Ephb2/Nrxn2/Tanc1/Atp1a3/Lrrn4/Gmfb",12
"BP","GO:0043405","regulation of MAP kinase activity","17/507","292/20761",0.000897626310879321,0.0191318734098791,0.0144323135641477,"Cdk12/Kit/Cav1/Taok1/Gsk3b/Adipoq/Sod1/Mapk8ip1/Sfrp2/Ephb2/Ret/Trf/Mdfic/Adora1/Sh2b3/Ntrk3/Gstp1",17
"BP","GO:0002573","myeloid leukocyte differentiation","14/507","216/20761",0.000901480434819748,0.0191318734098791,0.0144323135641477,"Kit/Pafah1b1/Nme2/Zfp36l1/Gsk3b/Adipoq/App/Anxa2/Trf/Hoxa7/Rbp1/Plcb1/Gpc3/Cebpb",14
"BP","GO:0048871","multicellular organismal homeostasis","24/507","485/20761",0.000917574778489568,0.0193853241663701,0.0146235065912174,"Acp5/Stat6/Ampd3/Cav1/Acsl1/Acaca/Npr3/Cxadr/Adipoq/Sod1/Cidea/Wwtr1/Add1/Ppargc1a/Tle3/Pth1r/Trf/Trp53inp2/Acacb/Adora1/Oxtr/Cebpb/Lep/Gpx1",24
"BP","GO:0048002","antigen processing and presentation of peptide antigen","7/507","64/20761",0.000927613304291841,0.0194960163881844,0.0147070083382816,"Tap2/Mr1/H2-Ob/H2-K1/H2-T23/H2-Q10/H2-D1",7
"BP","GO:0016358","dendrite development","17/507","293/20761",0.00093198358481836,0.0194960163881844,0.0147070083382816,"Fmr1/Pafah1b1/Sema4d/Gsk3b/App/Nedd4l/Vldlr/Ube3a/Nrp1/Myo5b/Trak2/Mark1/Caprin1/Ephb2/Cux1/Dock10/Picalm",17
"BP","GO:0031341","regulation of cell killing","10/507","124/20761",0.000939516746057289,0.0194960163881844,0.0147070083382816,"Cd5l/Cr1l/Tap2/Cd1d1/Ccl2/Lep/H2-K1/H2-T23/H2-Q10/H2-D1",10
"BP","GO:0042107","cytokine metabolic process","10/507","124/20761",0.000939516746057289,0.0194960163881844,0.0147070083382816,"Prg4/Lbp/App/Irf7/Adam33/Cd1d1/Ube2j1/Akap12/Cebpb/Muc16",10
"BP","GO:0008643","carbohydrate transport","11/507","147/20761",0.000989845213142505,0.020449501328152,0.015426278915579,"Slc35b4/Adipoq/C3/Sorbs1/Slc2a10/Slc2a5/Upk3b/Trarg1/Gpc3/Lep/Rap1a",11
"BP","GO:0010766","negative regulation of sodium ion transport","4/507","19/20761",0.00101762375260208,0.0208389706179786,0.0157200788375188,"Slc9a3r1/Nedd4l/Wnk1/Osr1",4
"BP","GO:0033194","response to hydroperoxide","4/507","19/20761",0.00101762375260208,0.0208389706179786,0.0157200788375188,"Prkd1/Rnf112/Stx2/Gpx1",4
"BP","GO:0062197","cellular response to chemical stress","18/507","322/20761",0.00102242968135313,0.0208459571276759,0.0157253491786145,"Stat6/Prkd1/Pdk1/Cav1/Rnf112/Hif1a/Zfp36l1/Sod1/Anxa1/Prdx6/Ppargc1a/Atp2a2/Stk26/Atp13a2/Aqp5/Rhob/Lrrc8c/Gpx1",18
"BP","GO:0051341","regulation of oxidoreductase activity","8/507","84/20761",0.00102762478198508,0.0208607830742972,0.0157365332747006,"Cav1/Npr3/Gsk3b/Atp2b4/S100a1/Chchd10/Lep/Gstp1",8
"BP","GO:0043271","negative regulation of ion transport","12/507","171/20761",0.00104217536989809,0.0210194986810398,0.0158562619262006,"Fmr1/Cacnb3/Cav1/Slc9a3r1/Nedd4l/Ephb2/Gnao1/Adora1/Wnk1/Osr1/Lep/Ywhaq",12
"BP","GO:0002673","regulation of acute inflammatory response","6/507","48/20761",0.00105890895634682,0.0210194986810398,0.0158562619262006,"C3/Rhbdd3/Adora1/Ffar2/Gstp1/H2-T23",6
"BP","GO:0008089","anterograde axonal transport","6/507","48/20761",0.00105890895634682,0.0210194986810398,0.0158562619262006,"Fmr1/Sod1/Trak2/Arl8b/Dlg2/Kif1b",6
"BP","GO:0050873","brown fat cell differentiation","6/507","48/20761",0.00105890895634682,0.0210194986810398,0.0158562619262006,"Adipoq/Itga6/Ppargc1a/Adig/Cebpb/Lep",6
"BP","GO:0042063","gliogenesis","18/507","323/20761",0.00105894015108695,0.0210194986810398,0.0158562619262006,"Metrn/Rnf112/Pafah1b1/Clu/App/Sod1/Mbd1/Anxa1/Vim/Mxra8/Adgrg1/Trf/Gpc1/Ccl2/Atf5/Tenm4/Ntrk3/Med12",18
"BP","GO:0010565","regulation of cellular ketone metabolic process","10/507","126/20761",0.00106245484873107,0.0210194986810398,0.0158562619262006,"Comt/Pdk1/Cav1/Adipoq/Anxa1/Cpt1a/Atp2b4/Lpgat1/Ppargc1a/Acacb",10
"BP","GO:0010876","lipid localization","20/507","378/20761",0.00108180946188891,0.0213121028589001,0.0160769907149913,"Cav1/Lbp/Acsl1/Adipoq/C3/Cidea/Anxa1/Vldlr/Slco3a1/Eprs/Stx12/Anxa2/Slco2a1/Hdlbp/Acacb/Osbpl6/Ffar2/Mest/Lep/Apoc4",20
"BP","GO:0001667","ameboidal-type cell migration","21/507","406/20761",0.00109033828783983,0.0213898717055637,0.0161356563958959,"Folr1/Prkd1/Kit/Anxa6/Pafah1b1/Hif1a/Sema4d/Cxcl13/Mapre2/Anxa1/Cd63/Nrp1/Cap1/Ret/Cdh13/Ago2/Serpine1/Akap12/Rhob/Gpx1/Bmpr2",21
"BP","GO:0050867","positive regulation of cell activation","18/507","324/20761",0.00109655689944698,0.0214218584247613,0.0161597858865871,"Stat6/Cav1/Zmiz1/Lbp/Snx4/Cdkn1a/Anxa1/Cd1d1/Prkcz/Gas6/Tnfsf13b/Malt1/Ccl2/Sart1/Lep/Flot2/H2-T23/Lgals1",18
"BP","GO:0002697","regulation of immune effector process","21/507","407/20761",0.00112422199890668,0.0218708021370637,0.0164984509137796,"Stat6/Cd5l/Lbp/Cr1l/Snx4/C3/Tap2/Anxa1/Cd1d1/Prkcz/Malt1/Ccl2/Ddx58/Nop53/Ffar2/Lep/H2-K1/H2-T23/H2-Q10/Rap1a/H2-D1",21
"BP","GO:0050679","positive regulation of epithelial cell proliferation","13/507","198/20761",0.00120856159431372,0.0234140003479284,0.0176625773949495,"Cav2/Prkd1/Cav1/Nme2/Fgf9/Cxadr/Bnc1/Nras/Cdh13/Ccl2/Osr1/Gas1/Bmpr2",13
"BP","GO:0050771","negative regulation of axonogenesis","7/507","67/20761",0.00121972626531322,0.0235326526146587,0.0177520838788083,"Ulk2/Sema4d/Nrp1/Trak2/Ephb2/Rnf6/Ryk",7
"BP","GO:0010869","regulation of receptor biosynthetic process","4/507","20/20761",0.00124766925891475,0.0239727068719053,0.0180840430596871,"Hif1a/Adipoq/Cnpy2/Sec24a",4
"BP","GO:0001649","osteoblast differentiation","13/507","199/20761",0.00126501931751565,0.0241076538509411,0.0181858416172175,"Prkd1/Sema4d/Fgf9/Gsk3b/Igfbp5/Wwtr1/Sfrp2/Lmna/Bmp3/Pth1r/Trp53inp2/Cebpb/Bmpr2",13
"BP","GO:0002685","regulation of leukocyte migration","13/507","199/20761",0.00126501931751565,0.0241076538509411,0.0181858416172175,"Lbp/Cd200/App/Akirin1/Cxcl13/Anxa1/Gas6/Ccl2/Serpine1/Hoxa7/Adora1/Wnk1/Plcb1",13
"BP","GO:0008360","regulation of cell shape","11/507","152/20761",0.00129980551159637,0.0246698859091198,0.0186099668027448,"Kit/Slc9a3r1/Sema4d/Myo10/Anxa1/Itga7/Ccl2/Plxnb2/Pakap/Cdc42ep1/Rhob",11
"BP","GO:0006360","transcription by RNA polymerase I","6/507","50/20761",0.00131608813578779,0.024770247849478,0.0186856758021786,"Cavin1/Bnc1/Rasl11a/Polr2l/Phf8/Nop53",6
"BP","GO:0042035","regulation of cytokine biosynthetic process","9/507","108/20761",0.00132664573276363,0.024770247849478,0.0186856758021786,"Prg4/Lbp/App/Adam33/Cd1d1/Ube2j1/Akap12/Cebpb/Muc16",9
"BP","GO:0043407","negative regulation of MAP kinase activity","7/507","68/20761",0.00133161966378646,0.024770247849478,0.0186856758021786,"Cav1/Gsk3b/Adipoq/Mapk8ip1/Sfrp2/Sh2b3/Gstp1",7
"BP","GO:0071868","cellular response to monoamine stimulus","7/507","68/20761",0.00133161966378646,0.024770247849478,0.0186856758021786,"Cav2/Slc9a3r1/Adcy5/Adipoq/App/Atp2b4/Gnao1",7
"BP","GO:0071870","cellular response to catecholamine stimulus","7/507","68/20761",0.00133161966378646,0.024770247849478,0.0186856758021786,"Cav2/Slc9a3r1/Adcy5/Adipoq/App/Atp2b4/Gnao1",7
"BP","GO:0001101","response to acid chemical","19/507","358/20761",0.00137786716112953,0.0255288165687056,0.0192579094450268,"Col6a1/Folr1/Map7/Acaca/Atp2b4/Capn2/Rragc/Add1/Aacs/Ret/Col4a6/Anxa2/Osr1/Krt8/Plcb1/Ffar2/Mest/Tead1/Cebpb",19
"BP","GO:0019217","regulation of fatty acid metabolic process","8/507","88/20761",0.00139226200042955,0.0256935623715635,0.0193821870332318,"Pdk1/Cav1/Adipoq/Anxa1/Cpt1a/Lpgat1/Ppargc1a/Acacb",8
"BP","GO:0050863","regulation of T cell activation","17/507","305/20761",0.00143985295644764,0.0261410683413339,0.0197197674854535,"Cav1/Zmiz1/Anxa1/Mapk8ip1/Cd1d1/Rorc/Prkcz/Tnfsf13b/Malt1/Ccl2/Sart1/Ctla2a/Cebpb/Lep/Flot2/H2-T23/Lgals1",17
"BP","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","13/507","202/20761",0.00144772896108806,0.0261410683413339,0.0197197674854535,"Itga5/Cxadr/Adipoq/Sparcl1/Ret/Cdh13/Mcam/Plxnb2/Wnk1/Tenm4/Palld/Lgals1/Myadm",13
"BP","GO:0032637","interleukin-8 production","7/507","69/20761",0.00145137615841311,0.0261410683413339,0.0197197674854535,"Lbp/Adipoq/Anxa1/Serpine1/Ddx58/Ffar2/Lep",7
"BP","GO:0048146","positive regulation of fibroblast proliferation","7/507","69/20761",0.00145137615841311,0.0261410683413339,0.0197197674854535,"Fbln1/Zmiz1/Cdkn1a/Nras/Gas6/Anxa2/Serpine1",7
"BP","GO:0071867","response to monoamine","7/507","69/20761",0.00145137615841311,0.0261410683413339,0.0197197674854535,"Cav2/Slc9a3r1/Adcy5/Adipoq/App/Atp2b4/Gnao1",7
"BP","GO:0071869","response to catecholamine","7/507","69/20761",0.00145137615841311,0.0261410683413339,0.0197197674854535,"Cav2/Slc9a3r1/Adcy5/Adipoq/App/Atp2b4/Gnao1",7
"BP","GO:0001914","regulation of T cell mediated cytotoxicity","6/507","51/20761",0.00146130195696897,0.0261410683413339,0.0197197674854535,"Tap2/Cd1d1/H2-K1/H2-T23/H2-Q10/H2-D1",6
"BP","GO:2000649","regulation of sodium ion transmembrane transporter activity","6/507","51/20761",0.00146130195696897,0.0261410683413339,0.0197197674854535,"Chp1/Slc9a3r1/Nedd4l/Wnk1/Osr1/Plcb1",6
"BP","GO:0033866","nucleoside bisphosphate biosynthetic process","5/507","35/20761",0.00150920789877563,0.0265623410905147,0.0200375586542508,"Pdk1/Acsl1/Pdhb/Pdha1/Acacb",5
"BP","GO:0034030","ribonucleoside bisphosphate biosynthetic process","5/507","35/20761",0.00150920789877563,0.0265623410905147,0.0200375586542508,"Pdk1/Acsl1/Pdhb/Pdha1/Acacb",5
"BP","GO:0034033","purine nucleoside bisphosphate biosynthetic process","5/507","35/20761",0.00150920789877563,0.0265623410905147,0.0200375586542508,"Pdk1/Acsl1/Pdhb/Pdha1/Acacb",5
"BP","GO:0002708","positive regulation of lymphocyte mediated immunity","10/507","132/20761",0.00151237125744581,0.0265623410905147,0.0200375586542508,"Stat6/C3/Tap2/Cd1d1/Prkcz/Malt1/H2-K1/H2-T23/H2-Q10/H2-D1",10
"BP","GO:1903039","positive regulation of leukocyte cell-cell adhesion","13/507","203/20761",0.00151329679376246,0.0265623410905147,0.0200375586542508,"Cav1/Zmiz1/Anxa1/Cd1d1/Prkcz/Tnfsf13b/Malt1/Ccl2/Sart1/Lep/Flot2/H2-T23/Lgals1",13
"BP","GO:0051001","negative regulation of nitric-oxide synthase activity","3/507","10/20761",0.00152856503777908,0.0266086524002529,0.0200724940382244,"Cav1/Gsk3b/Atp2b4",3
"BP","GO:0072203","cell proliferation involved in metanephros development","3/507","10/20761",0.00152856503777908,0.0266086524002529,0.0200724940382244,"Wt1/Osr1/Gpc3",3
"BP","GO:0032412","regulation of ion transmembrane transporter activity","15/507","254/20761",0.00153303223295524,0.0266086524002529,0.0200724940382244,"Fmr1/Cacnb3/Cav1/Chp1/Slc9a3r1/Nedd4l/Ephb2/Ppargc1a/Ccl2/Tcaf1/S100a1/Wnk1/Osr1/Chchd10/Plcb1",15
"BP","GO:0070372","regulation of ERK1 and ERK2 cascade","17/507","307/20761",0.00154389307203122,0.0266979139011621,0.0201398293139044,"Kit/Fbln1/Cav1/Alox15/Slc9a3r1/Adipoq/App/C3/Eif3a/Nrp1/Ephb2/Prkcz/Gas6/Ccl2/Akap12/Gstp1/Rap1a",17
"BP","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","13/507","204/20761",0.00158130951576622,0.0271438754746783,0.0204762447358893,"Ramp2/Adgre5/Slc9a3r1/Nme2/Npr3/Adcy5/Atp2b4/Adgrb2/Gnao1/Adgrg1/Pth1r/Akap12/Adora1",13
"BP","GO:0071560","cellular response to transforming growth factor beta stimulus","13/507","204/20761",0.00158130951576622,0.0271438754746783,0.0204762447358893,"Cav2/Folr1/Cav1/Zfp36l1/Amhr2/Cidea/Ppargc1a/Col4a2/Ccl2/Adamtsl2/Serpine1/Hipk2/Bmpr2",13
"BP","GO:0034763","negative regulation of transmembrane transport","10/507","133/20761",0.0016005247256111,0.0272791829033499,0.0205783152020851,"Fmr1/Cacnb3/Cav1/Slc9a3r1/Nedd4l/Ephb2/Upk3b/Osr1/Lep/Ywhaq",10
"BP","GO:1990845","adaptive thermogenesis","11/507","156/20761",0.00160161311319953,0.0272791829033499,0.0205783152020851,"Stat6/Cav1/Acsl1/Npr3/Adipoq/Cidea/Ppargc1a/Tle3/Oxtr/Cebpb/Lep",11
"BP","GO:0071901","negative regulation of protein serine/threonine kinase activity","9/507","111/20761",0.00160756857585097,0.0272791829033499,0.0205783152020851,"Prkar2b/Cav1/Gsk3b/Adipoq/Cdkn1a/Mapk8ip1/Sfrp2/Sh2b3/Gstp1",9
"BP","GO:0006956","complement activation","6/507","52/20761",0.00161840515404325,0.0272791829033499,0.0205783152020851,"Cd5l/Cr1l/C3/C1ra/Cfd/C4b",6
"BP","GO:0060351","cartilage development involved in endochondral bone morphogenesis","6/507","52/20761",0.00161840515404325,0.0272791829033499,0.0205783152020851,"Col6a1/Anxa6/Col6a2/Anxa2/Vwa1/Col6a3",6
"BP","GO:0097191","extrinsic apoptotic signaling pathway","14/507","230/20761",0.00163944307708589,0.0275333080156527,0.0207700169359772,"Bid/Cav1/Gabarap/Gsk3b/Nrp1/Itga6/Sfrp2/Lmna/Ret/Serpine1/Sgms1/Krt8/Gas1/Gpx1",14
"BP","GO:0043112","receptor metabolic process","13/507","205/20761",0.00165183648683006,0.0275333080156527,0.0207700169359772,"Fmr1/Ramp2/Cav1/Hif1a/Adipoq/Cd63/Cnpy2/Optn/Rspo1/Anxa2/Sec24a/Picalm/Ankrd13a",13
"BP","GO:0006633","fatty acid biosynthetic process","10/507","134/20761",0.0016927983511856,0.0275333080156527,0.0207700169359772,"Fads1/Alox15/Acaca/Anxa1/Fads3/Lpgat1/Mgll/Degs1/Acacb/H2-Ke6",10
"BP","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","12/507","181/20761",0.00169501321112274,0.0275333080156527,0.0207700169359772,"Stat6/C3/Tap2/Anxa1/Cd1d1/Prkcz/Tnfsf13b/Malt1/H2-K1/H2-T23/H2-Q10/H2-D1",12
"BP","GO:0009132","nucleoside diphosphate metabolic process","9/507","112/20761",0.00171114525125498,0.0275333080156527,0.0207700169359772,"Ampd3/Ddit4/Nme2/Hif1a/Pfkp/App/Ak3/Cmpk1/Ppargc1a",9
"BP","GO:0048872","homeostasis of number of cells","17/507","310/20761",0.00171180784881548,0.0275333080156527,0.0207700169359772,"Kit/Ampd3/Map7/Hif1a/Zfp36l1/Sod1/Rps14/Anxa1/Add1/Tsc22d3/Tnfsf13b/Ccl2/Rcor1/Dock10/Sh2b3/Plcb1/Klf13",17
"BP","GO:0032413","negative regulation of ion transmembrane transporter activity","7/507","71/20761",0.00171597751724308,0.0275333080156527,0.0207700169359772,"Fmr1/Cacnb3/Cav1/Slc9a3r1/Nedd4l/Ephb2/Osr1",7
"BP","GO:0002483","antigen processing and presentation of endogenous peptide antigen","5/507","36/20761",0.00171792399221388,0.0275333080156527,0.0207700169359772,"Tap2/H2-K1/H2-T23/H2-Q10/H2-D1",5
"BP","GO:0019885","antigen processing and presentation of endogenous peptide antigen via MHC class I","5/507","36/20761",0.00171792399221388,0.0275333080156527,0.0207700169359772,"Tap2/H2-K1/H2-T23/H2-Q10/H2-D1",5
